Calendar Year,County,Juvenile Population,Violent Felony,Other Felony,Misd.,VOP,Status,Other CINS,Referrals,"Referral Rate/1,000",Youth Referred
2017,WILBARGER,1364,4,9,13,5,0,0,31,22.73,25
2018,WILBARGER,1379,2,9,23,1,0,2,37,27,26
2019,WILBARGER,1383,5,4,13,1,0,0,23,17,22
2020,WILBARGER,1373,3,7,13,1,0,2,26,19,23
2021,WILBARGER,1365,6,2,16,0,0,1,25,18.31501832,23
2013,WILLACY,2280,11,16,49,4,2,0,82,35.96491228,60
2014,WILLACY,2295,11,22,51,17,2,0,103,44.88017429,69
2015,WILLACY,2310,8,11,57,18,2,0,96,42,69
2016,WILLACY,2289,4,4,27,7,1,0,43,18.79,35
2017,WILLACY,2325,1,4,29,5,0,0,39,16.77,26
2018,WILLACY,2316,6,12,33,4,1,0,56,24,50
2019,WILLACY,2304,3,5,32,4,1,0,45,20,38
2020,WILLACY,2292,6,10,17,0,2,0,35,15,29
2021,WILLACY,2301,5,4,8,3,1,0,21,9.126466754,20
2013,WILLIAMSON,51996,79,130,552,116,64,23,964,18.53988768,731
2014,WILLIAMSON,53672,93,110,586,102,66,9,966,17.99821136,751
2015,WILLIAMSON,55160,79,126,527,90,44,2,868,16,695
2016,WILLIAMSON,56279,68,150,509,76,28,1,832,14.78,679
2017,WILLIAMSON,57145,83,129,506,62,22,3,805,14.09,638
2018,WILLIAMSON,57667,72,136,481,34,33,1,757,13,615
2019,WILLIAMSON,57871,91,177,391,37,43,0,739,13,602
2020,WILLIAMSON,57870,80,98,259,25,14,0,476,8,377
2021,WILLIAMSON,57347,67,65,230,24,22,2,410,7.149458559,348
2013,WILSON,5039,4,12,33,4,13,8,74,14.68545346,63
2014,WILSON,5059,3,14,31,3,31,7,89,17.59240957,73
2015,WILSON,5076,5,6,35,10,58,2,116,23,101
2016,WILSON,5060,4,14,22,5,1,0,46,9.09,41
2017,WILSON,5003,12,13,28,6,5,0,64,12.79,59
2018,WILSON,4905,2,5,41,3,6,0,57,12,51
2019,WILSON,4822,10,20,41,2,5,0,78,16,69
2020,WILSON,4690,1,9,25,1,6,0,42,9,38
2021,WILSON,4546,2,6,11,0,4,0,23,5.059392873,23
2013,WINKLER,787,2,1,17,1,0,0,21,26.68360864,21
2014,WINKLER,781,1,16,14,1,0,0,32,40.9731114,24
2015,WINKLER,754,1,6,8,5,0,0,20,27,18
2016,WINKLER,776,3,4,13,2,0,0,22,28.35,19
2017,WINKLER,804,4,1,5,4,0,1,15,18.66,15
2018,WINKLER,810,1,5,12,3,0,0,21,26,15
2019,WINKLER,847,2,7,10,1,0,0,20,24,16
2020,WINKLER,853,0,1,6,0,1,0,8,9,8
2021,WINKLER,854,3,1,4,0,0,0,8,9.367681499,6
2013,WISE,6508,2,20,35,5,0,0,62,9.526736325,54
2014,WISE,6530,6,19,31,3,1,1,61,9.341500766,52
2015,WISE,6487,10,8,35,11,0,0,64,10,50
2016,WISE,6508,13,19,26,7,0,0,65,9.99,52
2017,WISE,6482,9,20,31,18,0,0,78,12.03,58
2018,WISE,6454,3,17,32,7,0,0,59,9,51
2019,WISE,6459,5,25,40,16,0,0,86,13,67
2020,WISE,6427,15,19,33,7,0,0,74,12,55
2021,WISE,6394,18,16,35,6,0,0,75,11.72974664,62
2013,WOOD,3541,9,20,21,25,18,1,94,26.5461734,69
2014,WOOD,3518,5,3,26,19,20,0,73,20.75042638,55
2015,WOOD,3508,4,2,19,20,8,3,56,16,43
2016,WOOD,3450,12,12,25,5,1,3,58,16.81,43
2017,WOOD,3458,6,7,18,18,2,1,52,15.04,40
2018,WOOD,3388,14,10,17,21,0,2,64,19,48
2019,WOOD,3386,10,10,26,19,1,0,66,19,52
2020,WOOD,3353,5,13,15,20,2,0,55,16,35
2021,WOOD,3330,5,14,22,26,2,2,71,21.32132132,51
2013,YOAKUM,969,0,1,9,0,5,0,15,15.47987616,12
2014,YOAKUM,1005,0,0,4,0,0,0,4,3.980099502,4
2015,YOAKUM,1050,0,1,5,0,1,0,7,7,7
2016,YOAKUM,1056,1,6,4,1,0,0,12,11.36,12
2017,YOAKUM,1044,1,2,5,0,0,0,8,7.66,7
2018,YOAKUM,1051,0,6,11,0,0,0,17,16,15
2019,YOAKUM,1077,0,5,8,0,4,0,17,16,17
2020,YOAKUM,1099,0,0,11,0,4,0,15,14,14
2021,YOAKUM,1074,1,5,1,0,0,0,7,6.517690875,7
2013,YOUNG,1778,2,11,30,7,2,0,52,29.24634421,47
2014,YOUNG,1830,6,8,28,6,0,1,49,26.77595628,46
2015,YOUNG,1815,3,19,15,5,2,0,44,24,38
2016,YOUNG,1805,8,20,19,4,5,0,56,31.02,42
2017,YOUNG,1796,3,7,27,6,7,0,50,27.84,43
2018,YOUNG,1768,12,4,19,3,4,1,43,24,36
2019,YOUNG,1768,4,7,11,3,0,0,25,14,23
2020,YOUNG,1759,3,13,20,2,1,1,40,23,36
2021,YOUNG,1736,3,15,19,1,1,0,39,22.46543779,37
2013,ZAPATA,1784,0,12,30,0,6,2,50,28.02690583,38
2014,ZAPATA,1802,1,3,24,0,2,6,36,19.97780244,28
2015,ZAPATA,1851,6,11,30,0,1,24,72,39,51
2016,ZAPATA,1825,5,18,16,0,0,2,41,22.47,38
2017,ZAPATA,1874,2,11,10,0,0,3,26,13.87,18
2018,ZAPATA,1942,3,17,26,0,1,28,75,39,59
2019,ZAPATA,1973,9,19,42,0,1,20,91,46,72
2020,ZAPATA,2027,3,7,8,0,0,8,26,13,25
2021,ZAPATA,2087,0,0,5,0,0,1,6,2.874940105,5
2013,ZAVALA,1341,4,7,16,0,0,2,29,21.6256525,22
2014,ZAVALA,1351,1,1,8,0,0,1,11,8.14211695,10
2015,ZAVALA,1386,2,11,15,0,1,0,29,21,19
2016,ZAVALA,1421,0,2,8,0,0,0,10,7.04,6
2017,ZAVALA,1417,2,3,10,0,0,1,16,11.29,11
2018,ZAVALA,1432,0,2,1,0,0,1,4,3,4
2019,ZAVALA,1442,5,5,9,0,0,0,19,13,15
2020,ZAVALA,1444,2,3,3,0,0,1,9,6,9
2021,ZAVALA,1474,0,2,1,0,0,0,3,2.035278155,3
